log(fHD),log(n_H)
-3.963488916770848,-1.1018238892941081
-3.9485636870694427,-1.1013894861388236
-3.933872477446096,-1.1009550829823553
-3.9194087272245315,-1.1005206798247091
-3.905166106188242,-1.1000862766658912
-3.8911385071878826,-1.0996518735059078
-3.8773200386444144,-1.099217470344765
-3.863705017039569,-1.098783067182469
-3.8502879594539685,-1.0983486640190263
-3.837063576200512,-1.0979142608544432
-3.8240267635852083,-1.0974798576887255
-3.8111727339966537,-1.0970454545218802
-3.798496853168018,-1.096611051353914
-3.785994534980139,-1.096176648184834
-3.7736613498678118,-1.0957422450146472
-3.7614930205129253,-1.0953078418433588
-3.7494854158470483,-1.0948734386709753
-3.7376345452684157,-1.094439035497503
-3.7259365530734128,-1.0940046323229482
-3.7143877131009173,-1.0935702291473164
-3.7029844235865212,-1.0931358259706134
-3.69172323254163,-1.0927014227928453
-3.6806009391749015,-1.0922670196140172
-3.6696143357681574,-1.0918326164341365
-3.6587602699819897,-1.0913982132532087
-3.6480356908650466,-1.0909638100712389
-3.637437644905821,-1.0905294068882327
-3.6269632722390277,-1.0900950037041948
-3.6166098030129183,-1.0896606005191305
-3.606374553911381,-1.0892261973330433
-3.596254924824727,-1.0887917941459386
-3.586248395663135,-1.0883573909578206
-3.5763525747671125,-1.0879229877686931
-3.566565258087089,-1.0874885845785607
-3.5568841677595264,-1.0870541813874293
-3.5473070732902814,-1.0866197781953024
-3.537831810079405,-1.0861853750021833
-3.528456276992067,-1.0857509718080762
-3.5191784340285386,-1.0853165686129835
-3.509996300092578,-1.084882165416909
-3.500907950853818,-1.0844477622198552
-3.49191151669997,-1.0840133590218244
-3.483005180774802,-1.0835789558228197
-3.474187228726147,-1.0831445526228434
-3.4654561025015824,-1.082710149421898
-3.456810149325672,-1.082275746219988
-3.4482477438156627,-1.081841343017115
-3.43976730462757,-1.0814069398132813
-3.4313672929447785,-1.0809725366084892
-3.423046211025159,-1.080538133402739
-3.4148026008066643,-1.0801037301960332
-3.4066350425688077,-1.0796693269883724
-3.3985421536475244,-1.0792349237797576
-3.3905225872010587,-1.0788005205701905
-3.3825750621977204,-1.0783661173596713
-3.3746984514193046,-1.0779317141482019
-3.366891544916112,-1.0774973109357844
-3.359153126117901,-1.0770629077224203
-3.3514820087659682,-1.0766285045081108
-3.3438770359503702,-1.0761941012928558
-3.3363370791794313,-1.0757596980766553
-3.3288610374844625,-1.07532529485951
-3.3214478365581908,-1.07489089164142
-3.314096427925456,-1.074456488422385
-3.3068057881448056,-1.0740220852024054
-3.2995749180396707,-1.0735876819814805
-3.292402968773261,-1.0731532787596105
-3.2852890718460306,-1.0727188755367973
-3.2782322951112226,-1.0722844723130422
-3.271231727652516,-1.0718500690883448
-3.2642864793742197,-1.071415665862705
-3.257395680387916,-1.070981262636122
-3.250558480420845,-1.0705468594085958
-3.24377404824515,-1.0701124561801254
-3.2370415711271314,-1.0696780529507106
-3.230360254295721,-1.0692436497203506
-3.223729320429388,-1.0688092464890442
-3.217148042561943,-1.0683748432567914
-3.21061581780392,-1.067940440023592
-3.2041319463466733,-1.0675060367894478
-3.197695714245407,-1.0670716335543593
-3.191306422698659,-1.0666372303183254
-3.184963387633718,-1.0662028270813457
-3.178665939304727,-1.0657684238434193
-3.1724134219040687,-1.065334020604545
-3.166205193016821,-1.064899617364722
-3.160040623116495,-1.0644652141239497
-3.1539190955311627,-1.0640308108822274
-3.147840006116882,-1.0635964076395534
-3.1418028157732696,-1.0631620043959273
-3.1358070794284036,-1.062727601151349
-3.1298522343426654,-1.0622931979058214
-3.1239377216747206,-1.0618587946593436
-3.1180629935768227,-1.0614243914119146
-3.1122275129140253,-1.0609899881635336
-3.1064307529921256,-1.0605555849141999
-3.100672197294004,-1.0601211816639124
-3.09495133922406,-1.05968677841267
-3.089267681860461,-1.0592523751604714
-3.0836207377149165,-1.0588179719073165
-3.0780100284997185,-1.0583835686532037
-3.0724351334308504,-1.057949165398132
-3.0668957205408804,-1.0575147621421024
-3.061391345464225,-1.0570803588851172
-3.055921562998097,-1.0566459556271761
-3.05048593609424,-1.0562115523682782
-3.0450840356642046,-1.055777149108423
-3.039715440390646,-1.055342745847609
-3.0343797365440675,-1.0549083425858359
-3.0290765178048398,-1.0544739393231022
-3.0238053850903106,-1.0540395360594077
-3.0185659463868397,-1.0536051327947513
-3.013357816586587,-1.0531707295291317
-3.0081806392782857,-1.0527363262625486
-3.0030341658440562,-1.0523019229950015
-2.9979180619755215,-1.0518675197264935
-2.992831967213777,-1.0514331164570259
-2.987775527276897,-1.0509987131865972
-2.9827483939196795,-1.0505643099152073
-2.977750224799518,-1.0501299066428549
-2.972780683345906,-1.0496955033695394
-2.9678394386334723,-1.0492611000952603
-2.9629261652584344,-1.0488266968200162
-2.9580405432183454,-1.048392293543807
-2.953182257795058,-1.0479578902666316
-2.9483509994407826,-1.0475234869884893
-2.943546533402392,-1.0470890837093796
-2.938768658535529,-1.0466546804293042
-2.9340170782526567,-1.0462202771482665
-2.929291501292726,-1.0457858738662658
-2.92459164105686,-1.0453514705833016
-2.919917215510893,-1.0449170672993733
-2.915267947090412,-1.0444826640144798
-2.9106435626082194,-1.0440482607286212
-2.906043793164137,-1.0436138574417966
-2.9014683740570875,-1.0431794541540056
-2.896917044699388,-1.042745050865247
-2.892389548533181,-1.0423106475755204
-2.8878856329489517,-1.0418762442848255
-2.8834051490790835,-1.0414418409931616
-2.878947910102095,-1.0410074377005325
-2.87451367339506,-1.0405730344069402
-2.870102200165677,-1.0401386311123844
-2.8657132552086884,-1.0397042278168642
-2.8613466068354207,-1.03926982452038
-2.8570020268050236,-1.0388354212229307
-2.852679290257357,-1.038401017924516
-2.848378175647482,-1.0379666146251354
-2.8440984646817062,-1.037532211324788
-2.839839942255144,-1.0370978080234738
-2.835602396390748,-1.0366634047211924
-2.8313856181797696,-1.036229001417943
-2.8271894865369602,-1.0357945981137249
-2.8230138623479846,-1.0353601948085425
-2.8188585441252996,-1.0349257915023984
-2.814723333572752,-1.0344913881952924
-2.810608035200374,-1.0340569848872243
-2.8065124562723947,-1.033622581578193
-2.8024364067564367,-1.0331881782681989
-2.7983796992738643,-1.0327537749572415
-2.7943421490512512,-1.0323193716453203
-2.7903235738729375,-1.0318849683324345
-2.7863237940346504,-1.0314505650185848
-2.782342632298154,-1.03101616170377
-2.778379913846908,-1.03058175838799
-2.7744355043673967,-1.0301473550712446
-2.770509328682138,-1.029712951753535
-2.766601223905409,-1.0292785484348672
-2.7627110234920527,-1.0288441451152408
-2.758838562971019,-1.0284097417946558
-2.7549836797023772,-1.0279753384731123
-2.75114621327111,-1.027540935150609
-2.7473260053858817,-1.0271065318271468
-2.7435228998420507,-1.0266721285027243
-2.7397367424856083,-1.0262377251773418
-2.735967381177875,-1.0258033218509985
-2.732214665760947,-1.0253689185236947
-2.7284784480238695,-1.0249345151954294
-2.724758581669522,-1.024500111866203
-2.7210549982915624,-1.0240657085360143
-2.7173676081918106,-1.0236313052048687
-2.7136962694227487,-1.023196901872769
-2.7100408421196795,-1.0227624985397155
-2.7064011881885204,-1.0223280952057074
-2.7027771712763924,-1.0218936918707453
-2.699168656742818,-1.0214592885348284
-2.695575511631506,-1.0210248851979569
-2.6919976046427037,-1.0205904818601303
-2.688434806106114,-1.0201560785213486
-2.684886987954353,-1.0197216751816118
-2.681354023696943,-1.0192872718409194
-2.677835788394821,-1.0188528684992715
-2.674332158635361,-1.018418465156668
-2.6708430849699187,-1.0179840618131082
-2.6673684932708475,-1.0175496584685977
-2.663908263532423,-1.0171152551231397
-2.6604622774059266,-1.0166808517767343
-2.65703041796195,-1.016246448429381
-2.6536125696680446,-1.0158120450810801
-2.6502086183668045,-1.0153776417318316
-2.646818451254382,-1.0149432383816357
-2.6434419568594056,-1.0145088350304918
-2.6400790250223123,-1.0140744316784
-2.6367295468750673,-1.0136400283253606
-2.633393414821275,-1.0132056249713735
-2.6300705225166663,-1.0127712216164382
-2.6267607648499522,-1.0123368182605543
-2.6234640705728207,-1.011902414903723
-2.6201804106278037,-1.0114680115459462
-2.6169096853725318,-1.0110336081872298
-2.613651793735175,-1.0105992048275745
-2.610406635796119,-1.01016480146698
-2.6071741127700547,-1.0097303981054466
-2.603954126989055,-1.0092959947429743
-2.60074658188597,-1.008861591379563
-2.597551381978119,-1.0084271880152134
-2.5943684328512866,-1.0079927846499246
-2.5911976411440047,-1.0075583812836975
-2.5880389145321248,-1.0071239779165317
-2.5848921617136633,-1.0066895745484274
-2.581757292393927,-1.0062551711793848
-2.5786342172708965,-1.005820767809404
-2.5755229045707253,-1.0053863644384846
-2.572423309550614,-1.0049519610666322
-2.5693353449644962,-1.004517557693851
-2.566258924726195,-1.0040831543201407
-2.5631939636805052,-1.0036487509455017
-2.560140377589947,-1.0032143475699342
-2.5570980831217613,-1.0027799441934386
-2.554066997835133,-1.0023455408160147
-2.551047040168631,-1.001911137437663
-2.548038129427877,-1.0014767340583834
-2.545040185773414,-1.0010423306781764
-2.5420531302087985,-1.0006079272970418
-2.5390768846245417,-1.00017352391498
-2.5361113719673827,-0.9997391205319913
-2.5331565161900014,-0.9993047171480758
-2.5302122851023845,-0.9988703137632335
-2.5272786508580056,-0.9984359103774697
-2.524355538886588,-0.9980015069907892
-2.5214428756550866,-0.9975671036031921
-2.5185405883867276,-0.9971327002146793
-2.5156486050507842,-0.9966982968252509
-2.5127668543525306,-0.9962638934349074
-2.509895265723362,-0.9958294900436492
-2.5070337693110805,-0.9953950866514765
-2.5041822959703373,-0.9949606832583899
-2.501340777253238,-0.9945262798643897
-2.4985091454000963,-0.9940918764694762
-2.4956873333303435,-0.9936574730736498
-2.4928752746335836,-0.9932230696769109
-2.490072903560795,-0.9927886662792597
-2.487280169119051,-0.992354262880697
-2.48449706159875,-0.9919198594812241
-2.4817235287456514,-0.9914854560808477
-2.478959506930394,-0.9910510526795699
-2.4762049331495204,-0.9906166492773911
-2.473459745016049,-0.9901822458743118
-2.4707238807515464,-0.989747842470332
-2.467997279178328,-0.9893134390654525
-2.4652798797117823,-0.9888790356596742
-2.462571622352816,-0.9884446322529967
-2.459872447680419,-0.9880102288454212
-2.4571822968443437,-0.9875758254369477
-2.454501111557901,-0.9871414220275769
-2.45182883409087,-0.9867070186173089
-2.4491654072625115,-0.9862726152061446
-2.4465107743678343,-0.9858382117940842
-2.4438648983688394,-0.9854038083811287
-2.4412277719539457,-0.98496940496728
-2.4385993438581317,-0.9845350015525454
-2.4359795589865123,-0.9841005981369249
-2.4333683627608305,-0.98366619472042
-2.4307657011129,-0.983231791303031
-2.4281715204783376,-0.982797387884758
-2.425585767790394,-0.982362984465602
-2.4230083904738704,-0.9819285810455635
-2.4204393364391343,-0.9814941776246424
-2.4178785540762218,-0.9810597742028399
-2.4153259922490276,-0.9806253707801561
-2.412781600289586,-0.9801909673565921
-2.4102453279924316,-0.9797565639321477
-2.407717125609051,-0.9793221605068241
-2.40519694384241,-0.9788877570806215
-2.4026847443636417,-0.9784533536535402
-2.4001805214058094,-0.9780189502255828
-2.3976842372961333,-0.977584546796755
-2.3951958441754315,-0.9771501433670593
-2.3927152946124863,-0.9767157399364962
-2.390242541599613,-0.9762813365050664
-2.387777538547686,-0.9758469330727708
-2.3853202392812385,-0.9754125296396096
-2.3828705980336347,-0.9749781262055836
-2.3804285694423086,-0.9745437227706931
-2.3779941085440726,-0.9741093193349395
-2.375567170770494,-0.9736749158983228
-2.3731477119433384,-0.973240512460844
-2.3707356882700763,-0.9728061090225035
-2.3683310563394544,-0.9723717055833023
-2.365933773117129,-0.9719373021432406
-2.3635437959413657,-0.9715028987023194
-2.361161103859379,-0.9710684952605394
-2.358785689025758,-0.9706340918179038
-2.3564175098812226,-0.9701996883744191
-2.3540565249545096,-0.9697652849300857
-2.3517026931288347,-0.9693308814849046
-2.3493559736379175,-0.9688964780388762
-2.347016326062053,-0.9684620745920016
-2.344683710324238,-0.9680276711442813
-2.34235808668635,-0.9675932676957162
-2.3400394157453817,-0.9671588642463069
-2.3377276584297233,-0.9667244607960543
-2.335422775995498,-0.966290057344959
-2.3331247300229485,-0.9658556538930217
-2.3308334824128716,-0.9654212504402434
-2.3285489953831,-0.9649868469866244
-2.326271231465036,-0.9645524435321662
-2.324000153500226,-0.9641180400768687
-2.3217357409669623,-0.9636836366207331
-2.3194779886466144,-0.9632492331637627
-2.3172268605957695,-0.9628148297059634
-2.314982320655008,-0.9623804262473362
-2.312744332960489,-0.961946022787882
-2.310512861940799,-0.9615116193276015
-2.3082878723138127,-0.9610772158664954
-2.3060693290836047,-0.960642812404565
-2.3038571975373956,-0.9602084089418105
-2.301651443242541,-0.9597740054782334
-2.2994520320435603,-0.9593396020138341
-2.297258930059204,-0.9589051985486136
-2.2950721036795603,-0.9584707950825726
-2.2928915195631974,-0.958036391615712
-2.2907171446343453,-0.9576019881480327
-2.2885489460801125,-0.9571675846795352
-2.286386891347741,-0.9567331812102209
-2.2842309522712014,-0.9562987777400904
-2.2820811228505233,-0.9558643742691453
-2.279937382140121,-0.9554299707973908
-2.2777996984427467,-0.9549955673248302
-2.2756680403028398,-0.9545611638514644
-2.2735423765105827,-0.9541267603772939
-2.2714226760993736,-0.9536923569023199
-2.2693089083433406,-0.9532579534265435
-2.2672010427548797,-0.9528235499499653
-2.265099049082227,-0.9523891464725863
-2.263002897307065,-0.9519547429944076
-2.2609125576421514,-0.95152033951543
-2.2588280005289865,-0.9510859360356543
-2.2567491966355013,-0.9506515325550816
-2.254676116853781,-0.9502171290737127
-2.2526087322978134,-0.9497827255915486
-2.250547014301266,-0.9493483221085904
-2.2484909344152912,-0.9489139186248389
-2.2464404687279105,-0.9484795151402946
-2.244395610860112,-0.94804511165496
-2.2423563414727257,-0.9476107081688396
-2.240322632846784,-0.9471763046819367
-2.2382944574637675,-0.9467419011942517
-2.2362717880109595,-0.946307497705786
-2.234254597379425,-0.9458730942165402
-2.232242858662014,-0.9454386907265158
-2.2302365451513917,-0.9450042872357135
-2.2282356303380855,-0.9445698837441344
-2.2262400879085638,-0.9441354802517794
-2.2242498917433324,-0.9437010767586494
-2.2222650159150574,-0.9432666732647459
-2.220285434686707,-0.9428322697700696
-2.218311122509719,-0.9423978662746215
-2.216342054022187,-0.9419634627784024
-2.214378204047071,-0.9415290592814134
-2.2124195475904287,-0.9410946557836559
-2.210466059839664,-0.9406602522851305
-2.208517728927469,-0.9402258487858383
-2.2065745456730492,-0.9397914452857832
-2.2046364860579786,-0.9393570417849691
-2.2027035258858882,-0.9389226382833978
-2.2007756411338915,-0.9384882347810697
-2.1988528079509653,-0.9380538312779861
-2.1969350026563372,-0.9376194277741482
-2.1950222017378906,-0.9371850242695569
-2.1931143818505885,-0.9367506207642136
-2.1912115198149174,-0.9363162172581191
-2.1893135926153535,-0.9358818137512743
-2.187420577399404,-0.9354474102436807
-2.1855324514752703,-0.9350130067353392
-2.1836491923099506,-0.9345786032262509
-2.18177077752801,-0.9341441997164166
-2.1798971849101383,-0.9337097962058377
-2.17802839239171,-0.9332753926945151
-2.1761643780613755,-0.93284098918245
-2.174305120431997,-0.9324065856696435
-2.1724506085004567,-0.931972182156097
-2.1706008326830233,-0.9315377786418135
-2.1687557716241836,-0.9311033751267972
-2.1669154040948713,-0.930668971611049
-2.1650797090114264,-0.9302345680945703
-2.163248665434294,-0.9298001645773621
-2.1614222525667266,-0.9293657610594255
-2.159600449753505,-0.9289313575407618
-2.1577832364796747,-0.928496954021372
-2.1559705923692962,-0.9280625505012573
-2.1541624971842044,-0.9276281469804186
-2.1523589308227886,-0.9271937434588577
-2.15055987331878,-0.9267593399365751
-2.148765304840055,-0.9263249364135725
-2.146975205687455,-0.9258905328898502
-2.14518955629361,-0.9254561293654102
-2.1434083372217856,-0.9250217258402532
-2.1416315291647354,-0.9245873223143803
-2.1398591129435682,-0.924152918787793
-2.138091071622681,-0.9237185152604924
-2.136327399650026,-0.9232841117324797
-2.1345680803582767,-0.92284970820376
-2.1328130950328728,-0.9224153046743346
-2.1310624250811387,-0.9219809011442048
-2.1293160520322885,-0.921546497613372
-2.127573957536376,-0.9211120940818373
-2.1258361233632552,-0.9206776905496015
-2.1241025314015576,-0.9202432870166666
-2.1223731636576737,-0.9198088834830331
-2.12064800225475,-0.9193744799487026
-2.118927029431692,-0.918940076413676
-2.1172102275421847,-0.9185056728779546
-2.115497579053715,-0.9180712693415397
-2.113789066546613,-0.9176368658044324
-2.1120846727130935,-0.9172024622666342
-2.1103843803563174,-0.9167680587281456
-2.108688172389457,-0.9163336551889686
-2.106996031834771,-0.9158992516491039
-2.105307941822694,-0.9154648481085531
-2.103623886004824,-0.9150304445673172
-2.1019438587075205,-0.9145960410253974
-2.1002678449634975,-0.9141616374827979
-2.0985958283085946,-0.9137272339395204
-2.096927792382226,-0.9132928303955663
-2.0952637209265985,-0.9128584268509368
-2.0936035977858634,-0.9124240233056331
-2.091947406905278,-0.9119896197596564
-2.0902951323303793,-0.9115552162130081
-2.0886467582061576,-0.911120812665689
-2.0870022687762475,-0.9106864091177012
-2.085361648382121,-0.9102520055690451
-2.0837248814622926,-0.9098176020197227
-2.0820919525515293,-0.9093831984697346
-2.080462846280072,-0.9089487949190823
-2.0788375473728595,-0.9085143913677672
-2.0772160406487665,-0.9080799878157902
-2.075598311019845,-0.907645584263153
-2.0739843434905736,-0.9072111807098564
-2.0723741231571178,-0.9067767771559019
-2.0707676342570056,-0.9063423736012908
-2.06916486499131,-0.9059079700460243
-2.0675658075265955,-0.9054735664901038
-2.0659704473372567,-0.9050391629335333
-2.0643787699657237,-0.9046047593763135
-2.0627907610415845,-0.904170355818446
-2.061206406280894,-0.9037359522599322
-2.0596256914854942,-0.9033015487007732
-2.05804860254234,-0.9028671451409703
-2.0564751254228293,-0.9024327415805251
-2.054905246182142,-0.9019983380194385
-2.0533389509585853,-0.9015639344577117
-2.051776225972943,-0.9011295308953463
-2.0502170575278345,-0.9006951273323435
-2.048661432007076,-0.9002607237687049
-2.047109335875052,-0.8998263202044312
-2.0455607556760906,-0.8993919166395241
-2.0440156780338437,-0.8989575130739849
-2.0424740896506757,-0.8985231095078147
-2.0409359773070577,-0.8980887059410149
-2.039401327860963,-0.8976543023735866
-2.037870126510378,-0.8972198988055313
-2.036342360128991,-0.8967854952368497
-2.034818022691177,-0.8963510916675435
-2.0332971013960783,-0.8959166880976155
-2.03177958349329,-0.8954822845270671
-2.0302654563060973,-0.8950478809559002
-2.028754707230924,-0.8946134773841156
-2.027247323736777,-0.8941790738117148
-2.025743293364699,-0.8937446702386989
-2.0242426037272296,-0.8933102666650696
-2.0227452425078662,-0.892875863090828
-2.0212511974605336,-0.8924414595159756
-2.0197604564090557,-0.8920070559405135
-2.0182730072466337,-0.8915726523644432
-2.016788837935331,-0.8911382487877657
-2.0153079365055566,-0.8907038452104827
-2.0138302910555623,-0.8902694416325957
-2.0123558897509364,-0.8898350380541056
-2.010884720824105,-0.8894006344750139
-2.009416772573841,-0.8889662308953221
-2.007952033364772,-0.8885318273150312
-2.0064904916268955,-0.8880974237341426
-2.005032130051989,-0.887663020152658
-2.00357694173565,-0.8872286165705764
-2.002124918270974,-0.8867942129879005
-2.0006760483708828,-0.8863598094046334
-1.9992303208094062,-0.8859254058207757
-1.9977877244227376,-0.8854910022363289
-1.99634824810878,-0.8850565986512946
-1.9949118808267026,-0.8846221950656741
-1.9934786115964982,-0.8841877914794687
-1.992048429498545,-0.8837533878926795
-1.9906213236731733,-0.8833189843053081
-1.9891972833202352,-0.882884580717356
-1.987776297698678,-0.8824501771288242
-1.9863583561261213,-0.8820157735397146
-1.9849434479784396,-0.8815813699500279
-1.9835315626893457,-0.8811469663597657
-1.98212268974998,-0.8807125627689297
-1.9807168187085027,-0.8802781591775208
-1.9793139391696888,-0.8798437555855407
-1.9779140407945286,-0.8794093519929906
-1.9765171132998292,-0.8789749483998719
-1.9751231464578214,-0.8785405448061856
-1.9737321251014819,-0.8781061412119338
-1.9723440374709151,-0.8776717376171154
-1.9709588788672472,-0.8772373340217312
-1.9695766393333727,-0.8768029304257852
-1.9681973089464717,-0.8763685268292778
-1.9668208778626397,-0.8759341232322112
-1.9654473364663698,-0.8754997196345863
-1.9640766751897196,-0.8750653160364045
-1.9627088844824956,-0.8746309124376679
-1.9613439548438951,-0.8741965088383772
-1.959981876822169,-0.8737621052385345
-1.9586226410142895,-0.873327701638141
-1.9572662380656196,-0.872893298037198
-1.9559126586695876,-0.8724588944357072
-1.9545618935673623,-0.8720244908336704
-1.9532139335475314,-0.8715900872310884
-1.9518687694457835,-0.8711556836279629
-1.950526392144592,-0.8707212800242952
-1.9491867925729007,-0.8702868764200867
-1.9478499617058145,-0.8698524728153394
-1.9465158905642896,-0.8694180692100543
-1.9451845702148292,-0.8689836656042327
-1.9438559917691787,-0.8685492619978765
-1.9425301384842428,-0.868114858390987
-1.9412070013592284,-0.867680454783562
-1.9398865758855146,-0.8672460511756035
-1.9385688534033718,-0.8668116475671143
-1.9372538252867124,-0.8663772439580961
-1.93594148295246,-0.8659428403485501
-1.934631817860268,-0.8655084367384778
-1.9333248215122407,-0.8650740331278808
-1.9320204854526573,-0.86463962951676
-1.9307188012676963,-0.8642052259051178
-1.9294197605851642,-0.8637708222929554
-1.9281233550742247,-0.8633364186802732
-1.926829576445131,-0.8629020150670741
-1.9255384164489608,-0.8624676114533587
-1.9242498668773516,-0.8620332078391287
-1.9229639195622386,-0.8615988042243853
-1.9216805663755971,-0.8611644006091304
-1.9203997992291835,-0.8607299969933653
-1.91912161007428,-0.860295593377091
-1.9178459909014418,-0.8598611897603095
-1.9165729337402455,-0.8594267861430223
-1.9153024306590398,-0.8589923825252304
-1.9140344737646968,-0.8585579789069355
-1.9127690532149801,-0.8581235752881391
-1.9115061483682922,-0.8576891716688418
-1.9102457600580824,-0.8572547680490397
-1.908987880642716,-0.8568203644287377
-1.9077325024641365,-0.8563859608079374
-1.9064796179008836,-0.8559515571866405
-1.9052292193678682,-0.8555171535648479
-1.9039812993161436,-0.8550827499425613
-1.9027358502326817,-0.8546483463197821
-1.9014928646401463,-0.854213942696512
-1.9002523350966738,-0.8537795390727525
-1.8990142541956494,-0.8533451354485045
-1.8977786145654911,-0.8529107318237701
-1.8965454088694311,-0.8524763281985503
-1.8953146298053,-0.8520419245728468
-1.8940862701053136,-0.8516075209466609
-1.8928603225358602,-0.8511731173199943
-1.8916367798972897,-0.8507387136928483
-1.8904156350237051,-0.8503043100652243
-1.8891968807827544,-0.8498699064371238
-1.8879805100754248,-0.8494355028085487
-1.8867665158358384,-0.8490010991794996
-1.8855548910310493,-0.8485666955499787
-1.8843456286608427,-0.848132291919987
-1.8831387216433204,-0.8476978882895261
-1.8819341450813434,-0.8472634846585976
-1.8807319019397213,-0.8468290810271945
-1.8795319854686294,-0.846394677395323
-1.8783343888787905,-0.8459602737629845
-1.8771391054119941,-0.8455258701301807
-1.8759461283409136,-0.8450914664969125
-1.874755450968921,-0.8446570628631818
-1.8735670666299045,-0.8442226592289898
-1.872380968688085,-0.8437882555943379
-1.8711971505378355,-0.8433538519592281
-1.870015605603503,-0.8429194483236611
-1.8688363273392279,-0.842485044687639
-1.8676593092287694,-0.842050641051163
-1.8664845447853275,-0.8416162374142342
-1.8653120275513708,-0.841181833776855
-1.8641417510984615,-0.8407474301390259
-1.8629737090270857,-0.8403130265007486
-1.8618078949664802,-0.8398786228620247
-1.860644302574466,-0.8394442192228557
-1.859482925537277,-0.839009815583243
-1.8583237575693956,-0.8385754119431883
-1.8571667924133861,-0.8381410083026924
-1.8560120238397297,-0.8377066046617575
-1.854859445646662,-0.8372722010203846
-1.8537090480128358,-0.8368377973785752
-1.8525608100631967,-0.8364033937363293
-1.8514147341542548,-0.8359689900936409
-1.85027081430483,-0.8355345864505155
-1.84912904450262,-0.8351001828069552
-1.8479894187616401,-0.834665779162961
-1.846851931122074,-0.8342313755185339
-1.845716575650125,-0.8337969718736761
-1.8445833464378685,-0.8333625682283885
-1.843452237603102,-0.8329281645826727
-1.8423232432891992,-0.8324937609365304
-1.8411963576649641,-0.8320593572899627
-1.840071574924488,-0.8316249536429714
-1.8389488892870027,-0.8311905499955577
-1.8378282949967404,-0.8307561463477232
-1.8367097863227908,-0.8303217426994691
-1.835593357558961,-0.8298873390507971
-1.8344790030236344,-0.8294529354017086
-1.8333667170596344,-0.8290185317522052
-1.8322564940340842,-0.8285841281022879
-1.831148328338271,-0.8281497244519586
-1.8300422143875101,-0.8277153208012185
-1.8289381466210097,-0.8272809171500691
-1.8278361195017367,-0.8268465134985118
-1.8267361275162843,-0.8264121098465482
-1.8256381651747382,-0.8259777061941795
-1.824542213689122,-0.8255433025414077
-1.823448264939425,-0.8251088988882269
-1.8223563182065554,-0.824674495234637
-1.8212663681596635,-0.8242400915806426
-1.8201784094791995,-0.8238056879262444
-1.8190924368678687,-0.8233712842714438
-1.8180084450505087,-0.8229368806162427
-1.816926428773969,-0.8225024769606424
-1.8158463828069893,-0.8220680733046443
-1.814768301940082,-0.8216336696482496
-1.813692180985412,-0.8211992659914599
-1.81261801477668,-0.8207648623342767
-1.8115457981690035,-0.8203304586767016
-1.810475526038803,-0.8198960550187356
-1.809407193283684,-0.8194616513603805
-1.8083407948223231,-0.8190272477016376
-1.807276325594355,-0.8185928440425083
-1.8062137805602572,-0.8181584403829943
-1.8051531547012394,-0.8177240367230967
-1.8040944430191292,-0.817289633062817
-1.8030376405362647,-0.8168552294021566
-1.8019827422953796,-0.8164208257411172
-1.8009297433594975,-0.8159864220796997
-1.7998786388118218,-0.8155520184179064
-1.7988294237556257,-0.8151176147557384
-1.7977820933141475,-0.8146832110931964
-1.7967366352128078,-0.8142488074302827
-1.7956930317191224,-0.8138144037669945
-1.794651285725559,-0.8133800001033257
